case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
11000289,843,1.2331,MD,Surburban (Metro),South,South Atlantic,Rented,Divorced,Full-time,One,One,NA,NA,NA,No,26,NA,"Some college, no degree (includes community college)",Some college,"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,2,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,5,Worried,                  ,CAB,Lower priority,Lower priority,Lower priority,NA,NA,NA,Republican,NA,NA,Mostly unfavorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of another Republican candidate,Prefer someone else,democratic/republican,Don't know/Refused,BDAC,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Don't know/Refused,Don't feel that way,BCGAEFDH,Favor,Oppose,Favor,Favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Not at all worried,Would not make any difference,Don't know/Refused,                                                  ,Personal or political agenda,EFDBHGA,Completely disagree,Mostly disagree,Mostly agree,Completely Agree,Completely disagree,Completely disagree,Completely disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
11000290,843,2.6285,IL,Surburban (Metro),North Central,East North Central,Owned,Married,Full-time,Four,Two,None,One,One,Yes,37,NA,"Some college, no degree (includes community college)",Some college,Refused,White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Never,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,4,Worried,                  ,EDF,NA,NA,NA,High but not highest,Lower priority,High but not highest,NA,NA,Not a strong Democrat,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,Don't know/Refused,CBDA,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,GCHBFADE,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Don't know/Refused,Somewhat worried,Would not make any difference,Don't know/Refused,                                                  ,Trying to report news accurately,FHEDGAB,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Don't know/Refused,Broader pattern,2,Having a mix of different cultures and values from around the world
11000291,843,0.9304,TX,NA,South,West South Central,Don't know,Married,Full-time,Six,Six,NA,NA,NA,No,35,NA,"Some college, no degree (includes community college)",Some college,"Less than $15,000",White Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Moderate,No,Cell phone household only,Male,Both cell phone and hispanic in language,NA,NA,"No, no home telephone",NA,7,Another Country,Nothing in particular,              ,NA,                   ,NA,No,Religious,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Somewhat approve,NA,NA,2,President Trump could do something to lose my approval,3,Worried,                  ,EDF,NA,NA,NA,High but not highest,High but not highest,High but not highest,Democrat,NA,NA,Mostly unfavorable,Don't know/refused,NA,Don't know/refused,NA,NA,democratic/republican,The Democratic candidate,BCDA,Somewhat well,Don't know/Refused,Don't know/Refused,Not at all well,Don't know/Refused,Don't feel that way,BDCAGHEF,Favor,Favor,Oppose,Oppose,Oppose,Favor,Oppose,Don't know/Refused,Very worried,Worse off,Don't know/Refused,                                                  ,Trying to report news accurately,FDAHGBE,Completely Agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Mostly agree,Mostly disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
11000292,843,0.7571,OH,Center City (Metro),North Central,East North Central,Owned,"Single, that is never married",Full-time,Two,One,One,None,None,Yes,39,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,Don't know,d3 5-1 asked,Refused,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Somewhat disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,4,Disappointed,                  ,DFE,NA,NA,NA,Lower priority,Lower priority,Lower priority,Neither,NA,NA,Mostly unfavorable,Misguided but not dangerous,NA,Misguided but not dangerous,NA,NA,democratic/republican,Don't know/Refused,BCDA,Not too well,Not too well,Somewhat well,Not too well,Don't know/Refused,Don't feel that way,FDAHCEGB,Favor,Favor,Oppose,Strongly oppose,Strongly oppose,Favor,Favor,Strongly oppose,Not at all worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,DGFAHBE,Mostly disagree,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Completely Agree,Mostly disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
11000293,843,1.4848,OK,Non-Metro,South,West South Central,Owned,"Single, that is never married",Full-time,One,One,NA,NA,NA,No,24,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Very conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Baptist,              ,NA,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Somewhat approve,NA,NA,2,President Trump could do something to lose my approval,2,Satisfied,                  ,DEF,NA,NA,NA,High but not highest,High but not highest,Lower priority,NA,Not a strong Republican,NA,Mostly favorable,Misguided but not dangerous,NA,Right direction,Supporter of another Republican candidate,Prefer someone else,democratic/republican,The Republican candidate,BADC,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a little,Don't feel that way,FCDHGABE,Strongly favor,Favor,Strongly oppose,Favor,Favor,Favor,Favor,Favor,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,DHEFGBA,Mostly disagree,Completely Agree,Mostly agree,Completely disagree,Mostly agree,Completely Agree,Mostly disagree,More trade restrictions,Isolated incidents,2,Having a mix of different cultures and values from around the world
11000294,843,1.0516,NV,Center City County (Metro),West,Mountain,Rented,Married,Full-time,Two,Two,NA,NA,NA,No,56,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Nothing in particular,              ,NA,                   ,NA,Yes,"Secular, not religious",Just Jewish,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,5,Worried,                  ,FED,NA,NA,NA,High but not highest,Lower priority,High but not highest,NA,NA,Strong Democrat,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,Don't know/Refused,ADBC,Not at all well,Not at all well,Somewhat well,Not at all well,Help not at all,Should be impeached,ADCBGHFE,Strongly favor,Strongly favor,Favor,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Oppose,Somewhat worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,ABEGDFH,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
11000295,843,0.9015,OH,Non-Metro,North Central,East North Central,Rented,"Single, that is never married",Full-time,Two,Two,NA,NA,NA,No,27,NA,Two year associate degree from a college or university,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,2,NA,Christian (Just Christian),              ,Non-denominational or Independent Church,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,About half the time,Somewhat disapprove,1,President Trump could do something to win my approval,NA,NA,3,Worried,                  ,ABC,Highest priority,Lower priority,Highest priority,NA,NA,NA,NA,NA,Not a strong Democrat,Mostly favorable,Misguided but not dangerous,Misguided but not dangerous,NA,NA,NA,republican/democratic,The Democratic candidate,ADBC,Not too well,Not too well,Very well,Not too well,Help a little,Don't feel that way,EACHGDFB,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,BFHDEAG,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Completely disagree,Mostly agree,Completely Agree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
11000296,843,1.1604,MO,Non-Metro,North Central,West North Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,76,NA,Two year associate degree from a college or university,Some college,"$30,000 but less than $40,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Very conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Protestant,              ,Lutheran,                   ,Yes,NA,NA,NA,17,NA,NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,1,Excited,                  ,FED,NA,NA,NA,High but not highest,Highest priority,Lower priority,NA,Strong Republican,NA,Mostly favorable,Pose a serious threat,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,DCAB,Very well,Very well,Somewhat well,Very well,Help a lot,Don't feel that way,DCGEHBFA,Strongly oppose,Oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Oppose,Oppose,Not at all worried,Better off,Southern pride,                                                  ,Personal or political agenda,GEFHBDA,Completely disagree,Completely disagree,Completely Agree,Completely Agree,Completely disagree,Completely Agree,Completely disagree,Promote free trade,Broader pattern,1,Having a single culture grounded in Christian values
11000298,843,0.4759,IL,Surburban (Metro),North Central,East North Central,Rented,Divorced,Part-time,Three,Three,NA,NA,NA,No,64,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$200,000 to under $250,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"No, not covered by health insurance",NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,5,Worried,                  ,DEF,NA,NA,NA,Lower priority,High but not highest,High but not highest,NA,NA,Strong Democrat,Very unfavorable,Right direction,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,ACDB,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Don't feel that way,ACFHBEDG,Favor,Favor,Oppose,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Oppose,Not too worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,ABEHFDG,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000299,843,0.3906,TX,Center City County (Metro),South,West South Central,Owned,Widowed,Part-time,Three,Three,NA,NA,NA,No,Refused,50-64,"Some college, no degree (includes community college)",Some college,"$15,000 but less than $25,000",White Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,No,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,5,United States,Nothing in particular,              ,NA,                   ,NA,No,Religious,NA,17,"No, not covered by health insurance",NA,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Somewhat disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,2,Worried,                  ,DFE,NA,NA,NA,High but not highest,High but not highest,Highest priority,Democrat,NA,NA,Mostly unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,BDCA,Not too well,Not too well,Somewhat well,Not too well,Help a little,Should be impeached,BHCFAGED,Oppose,Favor,Oppose,Strongly oppose,Favor,Strongly favor,Oppose,Favor,Very worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,AEDGHBF,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Promote free trade,Isolated incidents,1,Having a single culture grounded in Christian values
11000300,843,1.3861,TX,Center City (Metro),South,West South Central,Owned,Married,Part-time,Four,Three,None,None,One,Yes,47,NA,Two year associate degree from a college or university,Some college,"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,2,NA,"Pentecostal (Assemblies of God, Four-Square Gospel)",              ,NA,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,NOT Heterosexual or Straight,Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Never,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,4,Disappointed,                  ,EDF,NA,NA,NA,High but not highest,High but not highest,Lower priority,NA,NA,Not a strong Democrat,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,BDCA,Not at all well,Somewhat well,Very well,Very well,Help not at all,Don't feel that way,BADFEGHC,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Don't know/Refused,Very worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,AEHDFBG,Mostly disagree,Completely disagree,Completely Agree,Completely disagree,Completely disagree,Completely Agree,Completely Agree,More trade restrictions,Isolated incidents,2,Having a mix of different cultures and values from around the world
11000301,843,1.766,TX,Center City County (Metro),South,West South Central,Owned,Divorced,Part-time,One,One,NA,NA,NA,No,48,NA,Two year associate degree from a college or university,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,Religious,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,3,Satisfied,                  ,DEF,NA,NA,NA,Highest priority,High but not highest,Lower priority,NA,NA,Not a strong Democrat,Mostly favorable,Misguided but not dangerous,NA,Right direction,NA,NA,republican/democratic,The Republican candidate,ABDC,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help not at all,Don't feel that way,AHECFBGD,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Favor,Strongly favor,Strongly oppose,Not too worried,Worse off,Racism,                                                  ,Personal or political agenda,BDHFAEG,Completely Agree,Mostly disagree,Completely Agree,Completely Agree,Completely disagree,Completely Agree,Completely Agree,Promote free trade,Isolated incidents,1,Having a single culture grounded in Christian values
11000302,843,0.7455,TN,Center City (Metro),South,East South Central,Owned,Married,Disabled/Handicapped,Four,Four,NA,NA,NA,No,54,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Moderate,No,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,3,NA,Methodist,              ,NA,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,3,Satisfied,                  ,EDF,NA,NA,NA,Highest priority,Highest priority,Lower priority,NA,Strong Republican,NA,Very favorable,Pose a serious threat,NA,Misguided but not dangerous,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,BACD,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help not at all,Don't feel that way,FDHEGBCA,Strongly oppose,Strongly oppose,Oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Don't know/Refused,Very worried,Better off,Southern pride,                                                  ,Personal or political agenda,EFAHDBG,Mostly disagree,Completely Agree,Completely disagree,Completely Agree,Mostly agree,Completely Agree,Completely disagree,Promote free trade,Broader pattern,1,Having a single culture grounded in Christian values
11000303,843,1.2693,IL,Surburban (Metro),North Central,East North Central,Owned,Married,Full-time,Four,Two,One,One,None,Yes,38,NA,"Some college, no degree (includes community college)",Some college,"$75,000 but less than $100,000",Unspecified Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,3,Another Country,Christian (Just Christian),              ,"Pentecostal (Assemblies of God, Four-Square Gospel)",                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,3,Satisfied,                  ,ACB,High but not highest,Lower priority,High but not highest,NA,NA,NA,NA,Not a strong Republican,NA,Mostly favorable,Misguided but not dangerous,Misguided but not dangerous,NA,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,ABDC,Not too well,Not too well,Not at all well,Not too well,Help a little,Don't feel that way,ECDFAHBG,Favor,Favor,Favor,Favor,Favor,Oppose,Favor,Favor,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,FAEGBHD,Mostly agree,Completely Agree,Mostly agree,Mostly agree,Mostly agree,Completely Agree,Mostly disagree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000304,843,0.8497,TX,NA,South,West South Central,Owned,Married,Full-time,Five,Two,Two,One,None,Yes,39,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 to under $150,000",White Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,United States,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,2,Don't know/refused,1,Satisfied,                  ,DEF,NA,NA,NA,High but not highest,High but not highest,Lower priority,NA,Strong Republican,NA,Very favorable,Pose a serious threat,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,Don't know/Refused,ACDB,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,EDBFHGAC,Oppose,Oppose,Oppose,Favor,Don't know/Refused,Strongly oppose,Favor,Oppose,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,GHBDFAE,Completely disagree,Mostly agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Mostly disagree,More trade restrictions,Isolated incidents,2,Having a single culture grounded in Christian values
11000305,843,3.2925,AR,Center City (Metro),South,West South Central,Rented,Married,Full-time,Three,Three,NA,NA,NA,No,28,NA,Two year associate degree from a college or university,Some college,"$30,000 but less than $40,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,3,Angry,                  ,FDE,NA,NA,NA,High but not highest,High but not highest,High but not highest,Neither,NA,NA,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,CADB,Not too well,Don't know/Refused,Very well,Not too well,Help not at all,Should be impeached,GCBHEADF,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Very worried,Worse off,Don't know/Refused,                                                  ,Trying to report news accurately,GBAHEFD,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000306,843,0.9536,CA,Surburban (Metro),West,Pacific,Rented,Married,Full-time,Three,Two,None,None,One,Yes,35,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$150,000 to under $200,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat liberal,No,One,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Agnostic,              ,NA,                   ,NA,No,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat disapprove,1,President Trump could do something to win my approval,NA,NA,2,Disappointed,                  ,BCA,Lower priority,Lower priority,Highest priority,NA,NA,NA,Democrat,NA,NA,Mostly unfavorable,Misguided but not dangerous,Misguided but not dangerous,NA,NA,NA,republican/democratic,The Democratic candidate,ADBC,Somewhat well,Not too well,Somewhat well,Somewhat well,Help not at all,Don't feel that way,ACHDEBFG,Favor,Strongly favor,Favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Favor,Not at all worried,Better off,Southern pride,                                                  ,Personal or political agenda,FBHAEGD,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000307,843,0.9847,TX,Non-Metro,South,West South Central,Rented,"Single, living with a partner",Part-time,Two,Two,NA,NA,NA,No,18,NA,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Less than high school graduate,"Less than $15,000",Unspecified Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,2,United States,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171026,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Somewhat approve,NA,NA,2,President Trump could do something to lose my approval,4,Satisfied,                  ,DFE,NA,NA,NA,High but not highest,Highest priority,High but not highest,Republican,NA,NA,Mostly favorable,Right direction,NA,Right direction,No strong preference,Prefer Trump be the nominee,democratic/republican,The Republican candidate,CDBA,Very well,Not too well,Somewhat well,Somewhat well,Help a lot,Don't feel that way,GDAEHCFB,Favor,Strongly favor,Strongly oppose,Oppose,Favor,Favor,Favor,Favor,Not at all worried,Better off,Racism,                                                  ,Trying to report news accurately,DAFGHBE,Mostly agree,Mostly agree,Mostly agree,Completely disagree,Mostly agree,Completely Agree,Mostly disagree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
11000308,843,0.6469,TN,Center City County (Metro),South,East South Central,Rented,"Single, living with a partner",Retired,Two,Two,NA,NA,NA,No,64,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Christian (Just Christian),              ,Methodist,                   ,No,NA,NA,NA,17,"No, not covered by health insurance",NA,171026,NOT Heterosexual or Straight,Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,2,Worried,                  ,BAC,Lower priority,High but not highest,High but not highest,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Misguided but not dangerous,NA,NA,NA,democratic/republican,The Democratic candidate,ACBD,Not at all well,Not too well,Very well,Not too well,Help not at all,Should be impeached,EGDFACHB,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Oppose,Oppose,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,HAGBEFD,Completely Agree,Mostly agree,Completely Agree,Mostly agree,Mostly agree,Mostly agree,Completely Agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
